file_urls,type,product,eans,thumb,url,source,brand,product_lang,model
https://www.proficare-germany.de/pub/media/downloads/330930/de/bedienungsanleitung/PC-DR3093_IM.pdf,Operating instructions,Steam mop ,4006160309300,https://www.proficare-germany.de/pub/media/catalog/product/p/c/pc-dr_3093_01_72_notest.png,https://www.proficare-germany.de/produkte/proficare-dampfmop-pc-dr-3093-anthrazit-weiss.html?___store=10,proficare-germany.de,ProfiCare,en,PC-DR 3093
https://www.proficare-germany.de/pub/media/downloads/330930/en/bedienungsanleitung/PC-DR3093_IM.pdf,Operating instructions,Steam mop ,4006160309300,https://www.proficare-germany.de/pub/media/catalog/product/p/c/pc-dr_3093_01_72_notest.png,https://www.proficare-germany.de/produkte/proficare-dampfmop-pc-dr-3093-anthrazit-weiss.html?___store=10,proficare-germany.de,ProfiCare,en,PC-DR 3093
https://www.proficare-germany.de/pub/media/downloads/330980/de/bedienungsanleitung/PC-DR3098_IM.pdf,Operating instructions,Steam cleaner ,4006160309805,https://www.proficare-germany.de/pub/media/catalog/product/p/c/pc-dr_3098_01_72_notest.png,https://www.proficare-germany.de/produkte/proficare-dampfreiniger-pc-dr-3098-weiss-schwarz.html?___store=10,proficare-germany.de,ProfiCare,en,PC-DR 3098
https://www.proficare-germany.de/pub/media/downloads/330980/en/bedienungsanleitung/PC-DR3098_IM.pdf,Operating instructions,Steam cleaner ,4006160309805,https://www.proficare-germany.de/pub/media/catalog/product/p/c/pc-dr_3098_01_72_notest.png,https://www.proficare-germany.de/produkte/proficare-dampfreiniger-pc-dr-3098-weiss-schwarz.html?___store=10,proficare-germany.de,ProfiCare,en,PC-DR 3098
https://www.proficare-germany.de/pub/media/downloads/330201/de/bedienungsanleitung/PC-HT3020_IM.pdf,Operating instructions,Professional hair dryer ,4006160302011,https://www.proficare-germany.de/pub/media/catalog/product/p/c/pc-ht_3020_anthrazit-blau_01_72_notest.png,https://www.proficare-germany.de/produkte/proficare-profi-haartrockner-pc-ht-3020-anthrazit-blau.html?___store=10,proficare-germany.de,ProfiCare,en,PC-HT 3020
https://www.proficare-germany.de/pub/media/downloads/330201/en/bedienungsanleitung/PC-HT3020_IM.pdf,Operating instructions,Professional hair dryer ,4006160302011,https://www.proficare-germany.de/pub/media/catalog/product/p/c/pc-ht_3020_anthrazit-blau_01_72_notest.png,https://www.proficare-germany.de/produkte/proficare-profi-haartrockner-pc-ht-3020-anthrazit-blau.html?___store=10,proficare-germany.de,ProfiCare,en,PC-HT 3020
https://www.proficare-germany.de/pub/media/downloads/330920/de/bedienungsanleitung/PC-PHE3092_IM.pdf,Operating instructions,Pedicure Callus Remover ,4006160309201,https://www.proficare-germany.de/pub/media/catalog/product/p/c/pc-phe_3092_01_72_notest.png,https://www.proficare-germany.de/produkte/proficare-pedikure-hornhautentferner-pc-phe-3092-weiss-champagner.html?___store=10,proficare-germany.de,ProfiCare,en,PC-PHE 3092
https://www.proficare-germany.de/pub/media/downloads/330920/en/bedienungsanleitung/PC-PHE3092_IM.pdf,Operating instructions,Pedicure Callus Remover ,4006160309201,https://www.proficare-germany.de/pub/media/catalog/product/p/c/pc-phe_3092_01_72_notest.png,https://www.proficare-germany.de/produkte/proficare-pedikure-hornhautentferner-pc-phe-3092-weiss-champagner.html?___store=10,proficare-germany.de,ProfiCare,en,PC-PHE 3092
https://www.proficare-germany.de/pub/media/downloads/330890/de/bedienungsanleitung/PC-VL3089LB_IM.pdf,Operating instructions,Standing fan ,4006160308907,https://www.proficare-germany.de/pub/media/catalog/product/p/c/pc-vl_3089_lb_01_72_notest.jpg,https://www.proficare-germany.de/products/proficare-stand-ventilator-pc-vl-3089-lb-schwarz.html?___store=10,proficare-germany.de,ProfiCare,en,PC-VL 3089
https://www.proficare-germany.de/pub/media/downloads/330890/de/ce_erklaerung/PC-VL 3089 LB EU-Konform 01.pdf,ce_erklaerung,Standing fan ,4006160308907,https://www.proficare-germany.de/pub/media/catalog/product/p/c/pc-vl_3089_lb_01_72_notest.jpg,https://www.proficare-germany.de/products/proficare-stand-ventilator-pc-vl-3089-lb-schwarz.html?___store=10,proficare-germany.de,ProfiCare,en,PC-VL 3089
