file_urls,type,product,model,thumb,url,source,brand,product_lang
https://www.accumed.com.br/wp-content/uploads/2021/09/IM_RW450_REV17_180820.pdf,manuais,Aparelhos de pressão,RW450 ,https://www.accumed.com.br/wp-content/uploads/2018/08/P11-2-1.jpg,https://www.accumed.com.br/downloads/?vp_filter=aparelhos_de_pressao, accumed.com,G-Tech,pt
https://www.accumed.com.br/wp-content/uploads/2022/03/BSP21.pdf,manuais,Aparelhos de pressão,BPSP21 Premium ,https://www.accumed.com.br/wp-content/uploads/2018/08/P13-1-1.jpg,https://www.accumed.com.br/downloads/?vp_filter=aparelhos_de_pressao, accumed.com,G-Tech,pt
https://www.accumed.com.br/wp-content/uploads/2022/03/BPLP200.pdf,manuais,Aparelhos de pressão,Pressão LP200 ,https://www.accumed.com.br/wp-content/uploads/2018/08/P15-1-1.jpg,https://www.accumed.com.br/downloads/?vp_filter=aparelhos_de_pressao, accumed.com,G-Tech,pt
https://www.accumed.com.br/wp-content/uploads/2022/03/BGP200.pdf,manuais,Aparelhos de pressão,BPGP200 ,https://www.accumed.com.br/wp-content/uploads/2020/10/BPGP200-1.png,https://www.accumed.com.br/downloads/?vp_filter=aparelhos_de_pressao, accumed.com,G-Tech,pt
https://www.accumed.com.br/wp-content/uploads/2022/03/BGP300.pdf,manuais,Aparelhos de pressão,GP300 ,https://www.accumed.com.br/wp-content/uploads/2018/08/P2-1-1-1.jpg,https://www.accumed.com.br/downloads/?vp_filter=aparelhos_de_pressao, accumed.com,G-Tech,pt
https://www.accumed.com.br/wp-content/uploads/2022/03/GP400.pdf,manuais,Aparelhos de pressão,GP400 ,https://www.accumed.com.br/wp-content/uploads/2021/11/GP400.png,https://www.accumed.com.br/downloads/?vp_filter=aparelhos_de_pressao, accumed.com,G-Tech,pt
https://www.accumed.com.br/wp-content/uploads/2022/03/LA800.pdf,manuais,Aparelhos de pressão,LA800 ,https://www.accumed.com.br/wp-content/uploads/2021/11/LA800.png,https://www.accumed.com.br/downloads/?vp_filter=aparelhos_de_pressao, accumed.com,G-Tech,pt
https://www.accumed.com.br/wp-content/uploads/2022/02/IM-GP450SP_REV00_070421.pdf,manuais,Aparelhos de pressão,Sensor GP450SP ,https://www.accumed.com.br/wp-content/uploads/2022/02/GP450SP_1.png,https://www.accumed.com.br/downloads/?vp_filter=aparelhos_de_pressao, accumed.com,G-Tech,pt
https://www.accumed.com.br/wp-content/uploads/2022/03/LA850BT.pdf,manuais,Aparelhos de pressão,Pressão Digital Smart Connect LA850BT ,https://www.accumed.com.br/wp-content/uploads/2022/02/LA850BT_1.png,https://www.accumed.com.br/downloads/?vp_filter=aparelhos_de_pressao, accumed.com,G-Tech,pt
https://www.accumed.com.br/wp-content/uploads/2022/02/GP480BT.pdf,manuais,Aparelhos de pressão,Smart Connect GP480BT ,https://www.accumed.com.br/wp-content/uploads/2022/02/BPGP480BT_1.png,https://www.accumed.com.br/downloads/?vp_filter=aparelhos_de_pressao, accumed.com,G-Tech,pt
https://www.accumed.com.br/wp-content/uploads/2022/03/Manual-BP3ABOH.pdf,manuais,Aparelhos de pressão,automático de braço BP3ABOH ,https://www.accumed.com.br/wp-content/uploads/2018/08/P3-1-2.jpg,https://www.accumed.com.br/downloads/?vp_filter=aparelhos_de_pressao, accumed.com,G-Tech,pt
https://www.accumed.com.br/wp-content/uploads/2022/04/IM_ATCOVO1_REV00_180222.pdf,manuais,Autoteste,19,https://www.accumed.com.br/wp-content/uploads/2022/04/AUTOTESTE_1.png,https://www.accumed.com.br/downloads/?vp_filter=autoteste, accumed.com,G-Tech,pt
https://www.accumed.com.br/wp-content/uploads/2022/03/IM_DOPGT1_REV06_151020.pdf,manuais,Monitor pré-natal - Baby Doppler,natal de batimentos cardíacos ,https://www.accumed.com.br/wp-content/uploads/2018/08/BD1-1.jpg,https://www.accumed.com.br/downloads/?vp_filter=monitor_pre_natal_baby_doppler, accumed.com,G-Tech,pt
