file_urls,type,model,brand,product,thumb,url,source,product_lang
https://www.maxx-world.de/media/catalog/product/0/8/08374_06842_de-en-fr-nl_v2_gallin.pdf,Bedienungsanleitung,06842200218,EASYmaxx, Radio Retro 6V ,https://www.maxx-world.de/media/catalog/product/cache/6/image/650x/040ec09b1e35df139433887a97daa66f/6/8/6842_02.jpg,https://www.maxx-world.de/marken/easymaxx/easymaxx-radio-retro-6v-mint,maxx-world.de,de
https://www.maxx-world.de/media/catalog/product/0/8/08242_de-en-fr-nl_a5_v2_gallin.pdf,Bedienungsanleitung,08242200400,EASYmaxx, Nähkorb mit 76,https://www.maxx-world.de/media/catalog/product/cache/6/image/650x/040ec09b1e35df139433887a97daa66f/8/2/8242frei2.jpg,https://www.maxx-world.de/marken/easymaxx/easymaxx-naehkorb-mit-76-teiligem-zubehoer,maxx-world.de,de
https://www.maxx-world.de/media/catalog/product/0/8/08653_de-en-fr-nl_a4_v1_gallin.pdf,Bedienungsanleitung,08653200426,EASYmaxx, Multi,https://www.maxx-world.de/media/catalog/product/cache/6/image/650x/040ec09b1e35df139433887a97daa66f/8/6/8653_02.jpg,https://www.maxx-world.de/marken/easymaxx/easymaxx-multi-steckschluessel-mit-ratsche-stahlstifte-fuer-7-19-mm,maxx-world.de,de
https://www.maxx-world.de/media/catalog/product/0/1/01391_de-en-fr-nl_210x210mm_v1_gallin.pdf,Bedienungsanleitung,01391800425,EASYmaxx, Multi,https://www.maxx-world.de/media/catalog/product/cache/6/image/650x/040ec09b1e35df139433887a97daa66f/1/3/1391_03.jpg,https://www.maxx-world.de/marken/easymaxx/easymaxx-multi-steckschluessel-8in1-schwarz-rot,maxx-world.de,de
https://www.maxx-world.de/media/catalog/product/0/7/07475_de-en-fr-nl_a5_v1.1_gallin.pdf,Bedienungsanleitung,07475200125,EASYmaxx, Mini,https://www.maxx-world.de/media/catalog/product/cache/6/image/650x/040ec09b1e35df139433887a97daa66f/7/4/7475_02.jpg,https://www.maxx-world.de/marken/easymaxx/easymaxx-mini-waschmaschine-weiss-blau,maxx-world.de,de
https://www.maxx-world.de/media/catalog/product/0/4/04809_de-en-fr-nl_a5_v1_gallin.pdf,Bedienungsanleitung,04809200225,EASYmaxx, Mini,https://www.maxx-world.de/media/catalog/product/cache/6/image/650x/040ec09b1e35df139433887a97daa66f/4/8/4809_02.jpg,https://www.maxx-world.de/marken/easymaxx/easymaxx-mini-kamera-mit-speicherkarte-8gb-rot-schwarz,maxx-world.de,de
https://www.maxx-world.de/media/catalog/product/0/7/07031_de-en-fr-nl_a4_v1_gallin.pdf,Bedienungsanleitung,07031200425,EASYmaxx, Malpad Magic Glow ,https://www.maxx-world.de/media/catalog/product/cache/6/image/650x/040ec09b1e35df139433887a97daa66f/7/0/7031_02.jpg,https://www.maxx-world.de/marken/easymaxx/easymaxx-malpad-magic-glow-20-tlg-wiederverwendbar-rot,maxx-world.de,de
https://www.maxx-world.de/media/catalog/product/0/5/05486_de-en-fr-nl_a4_v1_gallin.pdf,Bedienungsanleitung,05486200225,EASYmaxx, LED,https://www.maxx-world.de/media/catalog/product/cache/6/image/650x/040ec09b1e35df139433887a97daa66f/5/4/5486_02.jpg,https://www.maxx-world.de/marken/easymaxx/easymaxx-led-strahler-in-outdoor-360-drehbarer-spot,maxx-world.de,de
https://www.maxx-world.de/media/catalog/product/0/7/07725_de-en-fr-nl_a4_v1_gallin.pdf,Bedienungsanleitung,07725200225,EASYmaxx, LED,https://www.maxx-world.de/media/catalog/product/cache/6/image/650x/040ec09b1e35df139433887a97daa66f/7/7/7725_01.jpg,https://www.maxx-world.de/marken/easymaxx/easymaxx-led-standleuchte-daylight-360-drehbarer-lampenkopf-weiss,maxx-world.de,de
https://www.maxx-world.de/media/catalog/product/0/4/04817_de-en-fr-nl_a4_v1_gallin.pdf,Bedienungsanleitung,04817200425,EASYmaxx, LED,https://www.maxx-world.de/media/catalog/product/cache/6/image/650x/040ec09b1e35df139433887a97daa66f/4/8/4817_02.jpg,https://www.maxx-world.de/marken/easymaxx/easymaxx-led-echtwachskerze-projektor-3v-mit-timer-creme,maxx-world.de,de
https://www.maxx-world.de/media/catalog/product/0/9/09944_de-en_fr_nl_a4_v1_gallin.pdf,Bedienungsanleitung,09944200425,EASYmaxx, LED,https://www.maxx-world.de/media/catalog/product/cache/6/image/650x/040ec09b1e35df139433887a97daa66f/9/9/9944_05.jpg,https://www.maxx-world.de/marken/easymaxx/easymaxx-led-dekostele-rost-optik-willkommen-77-cm,maxx-world.de,de
https://www.maxx-world.de/media/catalog/product/0/5/05320_05327_05510_05513_de-en_fr_nl_a4_v4.1_gallin.pdf,Bedienungsanleitung,05513200127,EASYmaxx, LED,https://www.maxx-world.de/media/catalog/product/cache/6/image/650x/040ec09b1e35df139433887a97daa66f/5/5/5513_07.jpg,https://www.maxx-world.de/marken/easymaxx/easymaxx-led-dekosaeule-mit-planzschale-rost-optik-bauernrose-87-cm,maxx-world.de,de
https://www.maxx-world.de/media/catalog/product/0/8/08212_de-en-fr-nl_a4_v2_gallin.pdf,Bedienungsanleitung,08212200425,EASYmaxx, Streichset Paint Maxx Pro 5,https://www.maxx-world.de/media/catalog/product/cache/6/image/650x/040ec09b1e35df139433887a97daa66f/8/2/8212_02.jpg,https://www.maxx-world.de/marken/easymaxx/easymaxx-streichset-paint-maxx-pro-5-tlg-rot,maxx-world.de,de
https://www.maxx-world.de/media/catalog/product/0/6/06918_inlay_de-en-fr-nl_a5_v1.pdf,Bedienungsanleitung,06918200125,EASYmaxx, Stand,https://www.maxx-world.de/media/catalog/product/cache/6/image/650x/040ec09b1e35df139433887a97daa66f/6/9/6918_13.jpg,https://www.maxx-world.de/marken/easymaxx/easymaxx-stand-up-paddle-board-2020-300-cm-weiss-blau,maxx-world.de,de
https://www.maxx-world.de/media/catalog/product/0/7/07810_07811_de-en-fr-nl_a4_v1_gallin_1.pdf,Bedienungsanleitung,07811200225,EASYmaxx, Solar,https://www.maxx-world.de/media/catalog/product/cache/6/image/650x/040ec09b1e35df139433887a97daa66f/7/8/7811_02.jpg,https://www.maxx-world.de/marken/easymaxx/easymaxx-solar-leuchte-stein-mit-farbwechsel-weiss,maxx-world.de,de
https://www.maxx-world.de/media/catalog/product/0/8/08737_de-en-fr-nl_a4_v2_gallin.pdf,Bedienungsanleitung,08737200333,EASYmaxx, Solar,https://www.maxx-world.de/media/catalog/product/cache/6/image/650x/040ec09b1e35df139433887a97daa66f/8/7/8737_01.jpg,https://www.maxx-world.de/marken/easymaxx/easymaxx-solar-erdmaennchen-familie,maxx-world.de,de
https://www.maxx-world.de/media/catalog/product/0/7/07810_07811_de-en-fr-nl_a4_v1_gallin.pdf,Bedienungsanleitung,07810200225,EASYmaxx, Solar,https://www.maxx-world.de/media/catalog/product/cache/6/image/650x/040ec09b1e35df139433887a97daa66f/7/8/7810_02.jpg,https://www.maxx-world.de/marken/easymaxx/easymaxx-solar-dekokugel-farbwechsel-weiss,maxx-world.de,de
https://www.maxx-world.de/media/catalog/product/0/1/01067_de-gb-fr-nl_a5_v0_gallin.pdf,Bedienungsanleitung,01067100600,EASYmaxx, Teppichshampoo,https://www.maxx-world.de/media/catalog/product/cache/6/image/650x/040ec09b1e35df139433887a97daa66f/1/0/1067_02_3.jpg,https://www.maxx-world.de/marken/easymaxx/easymaxx-teppichshampoo,maxx-world.de,de
https://www.maxx-world.de/media/catalog/product/0/5/05990_de-en_700x180mm_leporello_v1.pdf,Bedienungsanleitung,05990200425,EASYmaxx, Security Taschenlampe ,https://www.maxx-world.de/media/catalog/product/cache/6/image/650x/040ec09b1e35df139433887a97daa66f/5/9/5990_03.jpg,https://www.maxx-world.de/marken/easymaxx/easymaxx-security-taschenlampe-4000-lumen-schwarz,maxx-world.de,de
https://www.maxx-world.de/media/catalog/product/0/5/05952_de-en-fr-nl_a4_v1_1_gallin.pdf,Bedienungsanleitung,05952200425,EASYmaxx, Security Funktions,https://www.maxx-world.de/media/catalog/product/cache/6/image/650x/040ec09b1e35df139433887a97daa66f/5/9/5952_02.jpg,https://www.maxx-world.de/marken/easymaxx/easymaxx-security-funktions-taschenlampe-4-5v-in-schwarz,maxx-world.de,de
