file_urls,type,model,product,product_parent,thumb,url,source,brand,product_lang
"https://www.genie-online.de/uploads/datasheet/12443_Datenblatt_GENIE Schreibmappe Wiesbaden br., DE GO.pdf",Datenblatt DE,Conference Folder Wiesbaden,Conference Folder,Writeing & Organization,https://www.genie-online.de/uploads/productimages_big/12443.png,https://www.genie-online.de/product/A4-Conference-Folder-Wiesbaden-extra-thin-and-hard-wearing/168?_escaped_fragment_=support,genie-online.de,Genie,de
"https://www.genie-online.de/uploads/datasheet/12443_Data Sheet_GENIE Schreibmappe Wiesbaden br., UK GO.pdf",Datenblatt EN,Conference Folder Wiesbaden,Conference Folder,Writeing & Organization,https://www.genie-online.de/uploads/productimages_big/12443.png,https://www.genie-online.de/product/A4-Conference-Folder-Wiesbaden-extra-thin-and-hard-wearing/168?_escaped_fragment_=support,genie-online.de,Genie,de
https://www.genie-online.de/uploads/datasheet/50030_Datenblatt_Bonsaii 3S30.pdf,Datenblatt DE,Bonsaii 3S30,Cross Cut,Shredder,https://www.genie-online.de/uploads/productimages_big/50030_1.png,https://www.genie-online.de/product/Shredder-18-sheets-particle-cut-4-hours-continuous-operation-circa-14.500-sheets-silver-black/211?_escaped_fragment_=support,genie-online.de,Genie,de
https://www.genie-online.de/uploads/datasheet/50030_Data_sheet_Bonsaii 3S30.pdf,Datenblatt EN,Bonsaii 3S30,Cross Cut,Shredder,https://www.genie-online.de/uploads/productimages_big/50030_1.png,https://www.genie-online.de/product/Shredder-18-sheets-particle-cut-4-hours-continuous-operation-circa-14.500-sheets-silver-black/211?_escaped_fragment_=support,genie-online.de,Genie,de
"https://www.genie-online.de/uploads/datasheet/12442_Datenblatt_GENIE Schreibmappe Wiesbaden bl., DE GO.pdf",Datenblatt DE,Conference Folder Wiesbaden,Conference Folder,Writeing & Organization,https://www.genie-online.de/uploads/productimages_big/12442.png,https://www.genie-online.de/product/A4-Conference-Folder-Wiesbaden-extra-thin-and-hard-wearing/167?_escaped_fragment_=support,genie-online.de,Genie,de
"https://www.genie-online.de/uploads/datasheet/12442_Data Sheet_GENIE Schreibmappe Wiesbaden bl., UK GO.pdf",Datenblatt EN,Conference Folder Wiesbaden,Conference Folder,Writeing & Organization,https://www.genie-online.de/uploads/productimages_big/12442.png,https://www.genie-online.de/product/A4-Conference-Folder-Wiesbaden-extra-thin-and-hard-wearing/167?_escaped_fragment_=support,genie-online.de,Genie,de
"https://www.genie-online.de/uploads/datasheet/10742_Datenblatt_GENIE Exclusive, DE GO.pdf",Datenblatt DE,Exclusiv,Conference Folder,Writeing & Organization,https://www.genie-online.de/uploads/productimages_big/10742.png,https://www.genie-online.de/product/A4-Conference-Folder-with-ring-binder-and-pocket-calculator/166?_escaped_fragment_=support,genie-online.de,Genie,de
"https://www.genie-online.de/uploads/datasheet/10742_Data Sheet_GENIE Exclusive, UK GO.pdf",Datenblatt EN,Exclusiv,Conference Folder,Writeing & Organization,https://www.genie-online.de/uploads/productimages_big/10742.png,https://www.genie-online.de/product/A4-Conference-Folder-with-ring-binder-and-pocket-calculator/166?_escaped_fragment_=support,genie-online.de,Genie,de
"https://www.genie-online.de/uploads/datasheet/11512_Datenblatt GENIE AP2000 Jahresplaner, DE GO.pdf",Datenblatt DE,AP 2000,Board,Office Supplies,https://www.genie-online.de/uploads/productimages_big/11512.png,https://www.genie-online.de/product/Anniversary-Descriptable-Magnetic-Board-Month-Year-Aluminium-Frame-77-x-56-cm/163?_escaped_fragment_=support,genie-online.de,Genie,de
"https://www.genie-online.de/uploads/datasheet/11512_Data Sheet_GENIE AP2000 Annual Planner,UK GO.pdf",Datenblatt EN,AP 2000,Board,Office Supplies,https://www.genie-online.de/uploads/productimages_big/11512.png,https://www.genie-online.de/product/Anniversary-Descriptable-Magnetic-Board-Month-Year-Aluminium-Frame-77-x-56-cm/163?_escaped_fragment_=support,genie-online.de,Genie,de
"https://www.genie-online.de/uploads/datasheet/12441_Datenblatt_GENIE Whiteboard Marker, DE GO.pdf",Datenblatt DE,Whiteboard Marker,Pens,Writeing & Organization,https://www.genie-online.de/uploads/productimages_big/12441.png,https://www.genie-online.de/product/Whiteboard-marker-set-non-permanent-in-PVC-bag-assorted-colors-4-pieces/164?_escaped_fragment_=support,genie-online.de,Genie,de
"https://www.genie-online.de/uploads/datasheet/12441_Data sheet_GENIE Whiteboard Marker, UK GO.pdf",Datenblatt EN,Whiteboard Marker,Pens,Writeing & Organization,https://www.genie-online.de/uploads/productimages_big/12441.png,https://www.genie-online.de/product/Whiteboard-marker-set-non-permanent-in-PVC-bag-assorted-colors-4-pieces/164?_escaped_fragment_=support,genie-online.de,Genie,de
"https://www.genie-online.de/uploads/datasheet/40018_Datenblatt_GENIE Tinten Schreiber, DE GO.pdf",Datenblatt DE,Ink Roller,Pens,Writeing & Organization,https://www.genie-online.de/uploads/productimages_big/40018.png,https://www.genie-online.de/product/Ink-roller-Colored-sorted-Pack-of-12-4-x-black-4-x-blue-2-x-red-and-2-x-green/186?_escaped_fragment_=support,genie-online.de,Genie,de
"https://www.genie-online.de/uploads/datasheet/40018_Data sheet_GENIE Tinten Schreiber, UK GO.pdf",Datenblatt EN,Ink Roller,Pens,Writeing & Organization,https://www.genie-online.de/uploads/productimages_big/40018.png,https://www.genie-online.de/product/Ink-roller-Colored-sorted-Pack-of-12-4-x-black-4-x-blue-2-x-red-and-2-x-green/186?_escaped_fragment_=support,genie-online.de,Genie,de
https://www.genie-online.de/uploads/datasheet/GENIE Zubehoer Spiralbinden.pdf,Datenblatt DE,"Binding combs, 8mm",Comb Binding,Binding Machines,https://www.genie-online.de/uploads/productimages_big/12377.png,https://www.genie-online.de/product/Plastic-binding-combs-DIN-A4-8-mm-45-sheets-25-pieces-white/149?_escaped_fragment_=support,genie-online.de,Genie,de
https://www.genie-online.de/uploads/datasheet/GENIE Assortment Spiralbinden.pdf,Datenblatt EN,"Binding combs, 8mm",Comb Binding,Binding Machines,https://www.genie-online.de/uploads/productimages_big/12377.png,https://www.genie-online.de/product/Plastic-binding-combs-DIN-A4-8-mm-45-sheets-25-pieces-white/149?_escaped_fragment_=support,genie-online.de,Genie,de
https://www.genie-online.de/uploads/manual/12421 GENIE XXL Pro IM.pdf,Manual,Whiteboard XXL PRO,Board,Office Supplies,https://www.genie-online.de/uploads/productimages_big/12421.png,https://www.genie-online.de/product/Whiteboard-XXL-PRO-incl.-Accessories-90-cm-x-60-cm/162?_escaped_fragment_=support,genie-online.de,Genie,de
"https://www.genie-online.de/uploads/datasheet/12421_Data Sheet_GENIE Whiteboard XXL Pro, UK GO.pdf",Datenblatt DE,Whiteboard XXL PRO,Board,Office Supplies,https://www.genie-online.de/uploads/productimages_big/12421.png,https://www.genie-online.de/product/Whiteboard-XXL-PRO-incl.-Accessories-90-cm-x-60-cm/162?_escaped_fragment_=support,genie-online.de,Genie,de
"https://www.genie-online.de/uploads/datasheet/12421 Datenblatt_GENIE Whiteboard XXL Pro, DE GO.pdf",Datenblatt EN,Whiteboard XXL PRO,Board,Office Supplies,https://www.genie-online.de/uploads/productimages_big/12421.png,https://www.genie-online.de/product/Whiteboard-XXL-PRO-incl.-Accessories-90-cm-x-60-cm/162?_escaped_fragment_=support,genie-online.de,Genie,de
https://www.genie-online.de/uploads/manual/10794 GENIE Wochenplaner IM.pdf,Manual,Wochenplaner,Board,Office Supplies,https://www.genie-online.de/uploads/productimages_big/10794.png,https://www.genie-online.de/product/Weekly-planner-writing-board-incl.-Pens-magnets-and-wall-mounting-57-x-37-cm/160?_escaped_fragment_=support,genie-online.de,Genie,de
"https://www.genie-online.de/uploads/datasheet/10794_Datenblatt_GENIE Wochenplaner, DE GO.pdf",Datenblatt DE,Wochenplaner,Board,Office Supplies,https://www.genie-online.de/uploads/productimages_big/10794.png,https://www.genie-online.de/product/Weekly-planner-writing-board-incl.-Pens-magnets-and-wall-mounting-57-x-37-cm/160?_escaped_fragment_=support,genie-online.de,Genie,de
"https://www.genie-online.de/uploads/datasheet/10794_Data Sheet_GENIE Week Planner, DE GO.pdf",Datenblatt EN,Wochenplaner,Board,Office Supplies,https://www.genie-online.de/uploads/productimages_big/10794.png,https://www.genie-online.de/product/Weekly-planner-writing-board-incl.-Pens-magnets-and-wall-mounting-57-x-37-cm/160?_escaped_fragment_=support,genie-online.de,Genie,de
"https://www.genie-online.de/uploads/datasheet/11213_Datenblatt_GENIE Whiteboard, DE GO.pdf",Datenblatt DE,Whiteboard,Board,Office Supplies,https://www.genie-online.de/uploads/productimages_big/11213.png,https://www.genie-online.de/product/Whiteboard-incl.-Pins-magnets-pinned-pins-wall-mounting-45-cm-x-60-cm/161?_escaped_fragment_=support,genie-online.de,Genie,de
"https://www.genie-online.de/uploads/datasheet/11213_Data Sheet_GENIE Whiteboard, UK GO.pdf",Datenblatt EN,Whiteboard,Board,Office Supplies,https://www.genie-online.de/uploads/productimages_big/11213.png,https://www.genie-online.de/product/Whiteboard-incl.-Pins-magnets-pinned-pins-wall-mounting-45-cm-x-60-cm/161?_escaped_fragment_=support,genie-online.de,Genie,de
https://www.genie-online.de/uploads/manual/12440 CB 850 IM 04.2018.pdf,Manual,CB-850,Comb Binding,Binding Machines,https://www.genie-online.de/uploads/productimages_big/12440.png,https://www.genie-online.de/product/Spiral-binding-machine-including-75-piece-starter-set/140?_escaped_fragment_=support,genie-online.de,Genie,de
"https://www.genie-online.de/uploads/datasheet/12440_Datenblatt_GENIE CB 850, DE GO.pdf",Datenblatt DE,CB-850,Comb Binding,Binding Machines,https://www.genie-online.de/uploads/productimages_big/12440.png,https://www.genie-online.de/product/Spiral-binding-machine-including-75-piece-starter-set/140?_escaped_fragment_=support,genie-online.de,Genie,de
"https://www.genie-online.de/uploads/datasheet/12440_Data Sheet_GENIE CB 850, UK GO.pdf",Datenblatt EN,CB-850,Comb Binding,Binding Machines,https://www.genie-online.de/uploads/productimages_big/12440.png,https://www.genie-online.de/product/Spiral-binding-machine-including-75-piece-starter-set/140?_escaped_fragment_=support,genie-online.de,Genie,de
https://www.genie-online.de/uploads/manual/12180 Manual GENIE CB 800.pdf,Manual,CB-800,Comb Binding,Binding Machines,https://www.genie-online.de/uploads/productimages_big/12180.png,https://www.genie-online.de/product/Spiral-binding-machine-including-binding-comb-set/139?_escaped_fragment_=support,genie-online.de,Genie,de
"https://www.genie-online.de/uploads/datasheet/12180_Datenblatt_GENIE CB 800, DE GO.pdf",Datenblatt DE,CB-800,Comb Binding,Binding Machines,https://www.genie-online.de/uploads/productimages_big/12180.png,https://www.genie-online.de/product/Spiral-binding-machine-including-binding-comb-set/139?_escaped_fragment_=support,genie-online.de,Genie,de
"https://www.genie-online.de/uploads/datasheet/12180_Data Sheet_GENIE CB 800, UK GO.pdf",Datenblatt EN,CB-800,Comb Binding,Binding Machines,https://www.genie-online.de/uploads/productimages_big/12180.png,https://www.genie-online.de/product/Spiral-binding-machine-including-binding-comb-set/139?_escaped_fragment_=support,genie-online.de,Genie,de
https://www.genie-online.de/uploads/manual/12559_12561 GENIE GM A3 A4 IM 05.2017.pdf,Manual,GM A4,Guillotine,Paper Cutter,https://www.genie-online.de/uploads/productimages/12561_3.png,https://www.genie-online.de/product/Guillotine-DIN-A4-12-sheets/138?_escaped_fragment_=support,genie-online.de,Genie,de
"https://www.genie-online.de/uploads/datasheet/12561_Datenblatt_GMA4 Metal Guillotine, DE GO.pdf",Datenblatt DE,GM A4,Guillotine,Paper Cutter,https://www.genie-online.de/uploads/productimages/12561_3.png,https://www.genie-online.de/product/Guillotine-DIN-A4-12-sheets/138?_escaped_fragment_=support,genie-online.de,Genie,de
"https://www.genie-online.de/uploads/datasheet/12561_Data Sheet_GMA4 Metal Guillotine, UK GO.pdf",Datenblatt EN,GM A4,Guillotine,Paper Cutter,https://www.genie-online.de/uploads/productimages/12561_3.png,https://www.genie-online.de/product/Guillotine-DIN-A4-12-sheets/138?_escaped_fragment_=support,genie-online.de,Genie,de
"https://www.genie-online.de/uploads/datasheet/12559_Datenblatt_GMA3 Metal Guillotine, DE GO.pdf",Datenblatt DE,GM A3,Guillotine,Paper Cutter,https://www.genie-online.de/uploads/productimages_big/12559.png,https://www.genie-online.de/product/Guillotine-DIN-A3-10-sheets/137?_escaped_fragment_=support,genie-online.de,Genie,de
